ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f097569,CN,CN-GD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f097569,18865,7520,719.9916666666670,73984,81472,79597.9605319506,1.8346884497224600
,f097687,CN,CN-JS,Guedin Windfarm,18,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f097687,18847,0,719.9916666666670,963136,963136,963136,11.640115343809300
,f097840,CN,CN-SC,Guedin Windfarm,10,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f097840,18837,0,719.9916666666670,510496,510496,510496,6.169671077140990
,f099239,CN,HK,Guedin Windfarm,362,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f099239,18475,1318496,719.9916666666670,6452960,7771456,7274950.905635520,240.93392285055600
,f099369,CN,CN-ZJ,Guedin Windfarm,21,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f099369,18454,50848,719.9916666666670,625568,676384,667610.6932719130,13.96941399094800
,f099387,CN,CN-HE,Guedin Windfarm,9,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f099387,18445,37792,719.9916666666670,68480,106240,96239.59314343920,5.548879331568730
,f099705,CN,CN-SD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f099705,18444,2112,719.9916666666670,17792,19872,19495.872683711600,0.4807177408734520
,f0101018,CN,CN-HA,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0101018,18442,3520,719.9916666666670,63712,67200,66701.3405247746,1.2146244727022200
,f0102358,CN,CN-GZ,Guedin Windfarm,45,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0102358,18397,0,719.9916666666670,2428352,2428352,2428352,29.348189015227300
,f0102374,CN,CN-XJ,Guedin Windfarm,72,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0102374,18325,254752,719.9916666666670,1372736,1627488,1495267.1811479400,47.635235202220300
,f0102376,CN,CN-XJ,Guedin Windfarm,123,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0102376,18202,480736,719.9916666666670,1856000,2336736,2130012.2573641200,81.53198282555610
,f0102641,CN,CN-GD,Guedin Windfarm,76,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0102641,18126,201216,719.9916666666670,2167424,2368608,2235208.113427240,50.36504154580300
,f0103396,CN,CN-ZJ,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0103396,18120,32000,719.9916666666670,6528,38496,21213.251820044200,3.9699762558382500
,f0103710,CN,CN-GZ,Guedin Windfarm,43,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0103710,18077,0,719.9916666666670,2322400,2322400,2322400,28.06769124449990
,f0103851,CN,CN-XJ,Guedin Windfarm,72,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0103851,18005,243456,719.9916666666670,1495200,1738560,1592869.5026562900,47.503920776762400
,f0107753,CN,CN-SH,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0107753,18003,1536,719.9916666666670,62912,64384,63153.76427967920,0.9415065095292350
,f0108672,CN,CN-XJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0108672,18002,576,719.9916666666670,30848,31392,31264.27666986890,0.4446936143333520
,f0109606,CN,CN-FJ,Guedin Windfarm,21,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0109606,17981,0,719.9916666666670,1120736,1120736,1120736,13.544812269460800
,f0109743,CN,CN-JS,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0109743,17980,0,719.9916666666670,27040,27040,27040.000000000000,0.32679571617778100
,f0110110,CN,CN-HA,Guedin Windfarm,7,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0110110,17973,16192,719.9916666666670,184576,200736,194942.7147999400,4.235089412498010
,f0110133,CN,CN-ZJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0110133,17972,0,719.9916666666670,21888,21888,21888.000000000000,0.26453049688236900
,f0110442,CN,CN-FJ,Guedin Windfarm,38,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0110442,17934,32160,719.9916666666670,1701824,1733792,1733532.8370004300,24.68302299973430
,f0110936,CN,CN-FJ,Guedin Windfarm,20,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0110936,17914,0,719.9916666666670,1103008,1103008,1103008.0000000000,13.33055803660580
,f0110944,CN,CN-GD,Guedin Windfarm,7,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0110944,17907,0,719.9916666666670,339392,339392,339392,4.101769663646800
,f0111174,CN,CN-GD,Guedin Windfarm,34,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0111174,17873,129920,719.9916666666670,554592,684512,605905.012419127,22.39996821393970
,f0113008,CN,HK,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0113008,17872,32,719.9916666666670,11680,11712,11708.001805576500,0.14521230004441500
,f0114338,CN,CN-GD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0114338,17869,0,719.9916666666670,124160,124160,124160.00000000000,1.5005531109701600
,f0114868,CN,CN-XX,Guedin Windfarm,60,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0114868,17809,140416,719.9916666666670,1863808,2003680,1953207.5284204700,39.90104289196050
,f0115117,CN,HK,Guedin Windfarm,90,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0115117,17719,0,719.9916666666670,4957696,4957696,4957696,59.91693102484170
,f0116628,CN,CN-SH,Guedin Windfarm,87,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0116628,17632,44160,719.9916666666670,4302464,4346592,4342288.89834373,57.604110821522000
,f0117450,CN,CN-SD,Guedin Windfarm,26,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0117450,17606,120384,719.9916666666670,150432,270784,251119.5968471860,17.005506309499900
,f0118360,CN,CN-ZJ,Guedin Windfarm,173,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0118360,17433,788576,719.9916666666670,1556160,2344736,1946104.526580160,115.03417715560700
,f0118917,CN,CN-ZJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0118917,17432,96,719.9916666666670,16672,16736,16731.70846884800,0.21335421325316800
,f0119997,CN,CN-SH,Guedin Windfarm,136,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0119997,17296,585280,719.9916666666670,1472064,2057344,1861625.9803006900,90.42069570306870
,f0120983,CN,CN-FJ,Guedin Windfarm,57,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0120983,17239,151200,719.9916666666670,1531200,1682368,1657195.863100270,37.575035729491300
,f0121602,CN,HK,Guedin Windfarm,62,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0121602,17177,230336,719.9916666666670,1013632,1243904,1166992.780934980,40.83435165270620
,f0121768,CN,CN-GD,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0121768,17173,2208,719.9916666666670,185248,187424,186606.60276160600,2.5114987316725600
,f0123522,CN,CN-HL,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0123522,17170,1024,719.9916666666670,102752,103744,103464.84084306500,1.3692740762910400
,f0123931,CN,CN-FJ,Guedin Windfarm,46,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0123931,17124,129120,719.9916666666670,1218368,1347456,1273351.3419368300,30.373644519840100
,f0124944,CN,CN-HA,Guedin Windfarm,12,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0124944,17112,51168,719.9916666666670,127200,178336,161811.67430178600,7.893644942686450
,f0128381,CN,CN-BJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0128381,17111,0,719.9916666666670,25824,25824,25824,0.3120995774620940
,f0128788,CN,CN-GD,Guedin Windfarm,39,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0128788,17072,133216,719.9916666666670,751232,884416,820696.1036123110,25.378356955181600
,f0129403,CN,CN-GD,Guedin Windfarm,132,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0129403,16940,613568,719.9916666666670,1272960,1886496,1374589.922568550,87.81737591394220
,f0130912,CN,HK,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0130912,16937,8512,719.9916666666670,51392,59904,57127.927128786200,1.6782453226410000
,f0131419,CN,CN-BJ,Guedin Windfarm,14,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0131419,16923,73600,719.9916666666670,11264,84800,19446.971747358200,8.776310309707120
,f0132618,CN,HK,Guedin Windfarm,673,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0132618,16250,3207424,719.9916666666670,4450240,7657664,6289084.601442180,448.2292224854380
,f0133379,CN,CN-XX,Guedin Windfarm,18,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0133379,16232,0,719.9916666666670,939776,939776,939776,11.357794784271100
,f0133509,CN,HK,Guedin Windfarm,2467,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0133509,13765,11796352,719.9916666666670,15662784,27458624,22801212.668109600,1644.5340991176800
,f0133886,CN,CN-GD,Guedin Windfarm,3,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0133886,13762,9664,719.9916666666670,34944,44544,37057.09112373980,1.5693660351547400
,f0134286,CN,CN-SC,Guedin Windfarm,11,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0134286,13751,6272,719.9916666666670,523264,529536,526674.3476197640,7.093062471068560
,f0135934,CN,CN-XX,Guedin Windfarm,110,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0135934,13641,313760,719.9916666666670,2796064,3109760,3031859.1620736200,73.05381267574260
,f0136014,CN,CN-JS,Guedin Windfarm,16,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0136014,13625,0,719.9916666666670,879808,879808,879808.0000000000,10.633043101292200
,f0136033,CN,CN-GD,Guedin Windfarm,64,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0136033,13561,294336,719.9916666666670,524096,818368,682757.2089491760,42.40925571069040
,f0137019,CN,CN-BJ,Guedin Windfarm,434,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0137019,13127,2105152,719.9916666666670,2627968,4731264,3705017.3399229300,289.08043120723700
,f0141446,CN,CN-JS,Guedin Windfarm,233,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0141446,12894,1097344,719.9916666666670,1784832,2882144,2311836.512922610,155.28681386672400
,f0141614,CN,CN-FJ,Guedin Windfarm,61,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0141614,12833,13824,719.9916666666670,3180480,3194240,3193061.4567298200,40.19446793886170
,f0143110,CN,CN-XX,Guedin Windfarm,193,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0143110,12640,870912,719.9916666666670,1819712,2690624,2283041.619648380,128.66137184208100
,f0144194,CN,CN-XX,Guedin Windfarm,58,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0144194,12582,152960,719.9916666666670,1595584,1748512,1726247.2052685800,38.61381344822120
,f0144313,CN,CN-SD,Guedin Windfarm,1090,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0144313,11492,4249664,719.9916666666670,15872128,20121664,19314859.99976850,726.6060287940550
,f0145313,CN,CN-XJ,Guedin Windfarm,19,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0145313,11473,21440,719.9916666666670,829344,850752,836870.1504415570,12.602224042642800
,f0146393,CN,CN-GD,Guedin Windfarm,279,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0146393,11194,1398272,719.9916666666670,1377408,2775680,1961199.3346219400,185.97183833853800
,f0146751,CN,CN-JS,Guedin Windfarm,22,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0146751,11172,11328,719.9916666666670,1044000,1055296,1054548.9535758500,14.059514012899500
,f0148627,CN,CN-HN,Guedin Windfarm,90,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0148627,11082,376896,719.9916666666670,1177728,1554624,1319552.351855920,59.68642215957650
,f0149026,CN,CN-JS,Guedin Windfarm,42,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0149026,11040,71744,719.9916666666670,1526272,1596992,1581363.9309714200,27.437688169467100
,f0149132,CN,CN-SH,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0149132,11034,19264,719.9916666666670,76512,95776,91127.58212479310,3.336922702012580
,f0151371,CN,CN-JS,Guedin Windfarm,227,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0151371,10807,948416,719.9916666666670,2792768,3740992,3365680.1887059000,150.74009272759700
,f0151692,CN,CN-XJ,Guedin Windfarm,38,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0151692,10769,89248,719.9916666666670,1131872,1221056,1190230.9650806200,24.741935284550200
,f0152854,CN,CN-GD,Guedin Windfarm,35,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0152854,10734,61504,719.9916666666670,1312000,1373504,1315795.5039294500,23.039771493683500
,f0152943,CN,CN-SD,Guedin Windfarm,34,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0152943,10700,133824,719.9916666666670,479520,613280,553981.3692288120,22.22549699832430
,f0153176,CN,CN-FJ,Guedin Windfarm,283,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0153176,10417,1150976,719.9916666666670,3894720,5045696,4533282.791513810,188.35840921436000
,f0153804,CN,CN-GD,Guedin Windfarm,159,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0153804,10258,799776,719.9916666666670,656032,1455808,1036724.9232051300,105.34350247311800
,f0153960,CN,CN-GD,Guedin Windfarm,105,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0153960,10153,477824,719.9916666666670,940160,1417248,1193143.2054537700,69.87138272295640
,f0154238,CN,CN-FJ,Guedin Windfarm,39,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0154238,10114,75136,719.9916666666670,1343488,1418560,1389017.4084422300,25.50669892310160
,f0155258,CN,CN-SH,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0155258,10108,7936,719.9916666666670,194624,202496,201379.1107767450,3.3547684448031100
,f0155687,CN,CN-GD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0155687,10107,0,719.9916666666670,5472,5472,5472,0.06613262422059230
,f0157941,CN,CN-HN,Guedin Windfarm,214,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0157941,9893,1072832,719.9916666666670,947072,2019840,1502617.9217815000,142.66227097585200
,f0158142,CN,CN-XJ,Guedin Windfarm,33,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0158142,9860,125024,719.9916666666670,540608,665600,596186.6843829180,21.714335116100000
,f0158666,CN,CN-GD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0158666,9859,64,719.9916666666670,16512,16512,16512.000000000000,0.2069852951849580
,f0158950,CN,CN-JS,Guedin Windfarm,81,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0158950,9778,403328,719.9916666666670,330304,733568,561176.2943552570,53.58839587917890
,f0158993,CN,CN-FJ,Guedin Windfarm,30,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0158993,9748,88832,719.9916666666670,731040,819840,798890.5975300650,19.96405952498150
,f0159380,CN,CN-NM,Guedin Windfarm,119,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0159380,9629,480800,719.9916666666670,1580096,2060704,1911674.9932753800,78.900664368829
,f0159649,CN,CN-CQ,Guedin Windfarm,36,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0159649,9593,146688,719.9916666666670,457344,604032,534084.9452424220,23.47790338312520
,f0159961,CN,CN-CQ,Guedin Windfarm,6,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0159961,9587,28960,719.9916666666670,23968,52896,35279.73944142870,3.7871867171301600
,f0160137,CN,CN-SH,Guedin Windfarm,147,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0160137,9440,697504,719.9916666666670,857056,1554528,1392676.3004201500,97.77673554397550
,f0161916,CN,CN-JS,Guedin Windfarm,5,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0161916,9435,1760,719.9916666666670,209312,211072,211010.79077304100,2.7544485646983700
,f0162183,CN,CN-SN,Guedin Windfarm,156,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0162183,9279,808096,719.9916666666670,256192,1064256,825742.5301681720,103.75918127793200
,f0164291,CN,CN-FJ,Guedin Windfarm,25,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0164291,9254,106080,719.9916666666670,246080,352128,324120.31879998600,16.227787349621100
,f0167137,CN,CN-ZJ,Guedin Windfarm,8,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0167137,9246,41056,719.9916666666670,10464,51456,33825.90187386430,5.173357156724850
,f0172300,CN,CN-GD,Guedin Windfarm,29,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0172300,9217,158080,719.9916666666670,43648,201664,80808.90343638260,19.321813930036900
,f0199223,CN,CN-SC,Guedin Windfarm,54,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0199223,9163,265280,719.9916666666670,246656,511936,386785.4244609310,35.46029788271210
,f0215370,CN,CN-GD,Guedin Windfarm,5,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0215370,9158,20544,719.9916666666670,15168,35712,29008.26315119390,2.734714972464570
,f0216138,CN,CN-GD,Guedin Windfarm,11,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0216138,9147,47168,719.9916666666670,79488,126624,114349.68719545400,6.85583636891634
,f0216849,CN,CN-FJ,Guedin Windfarm,285,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0216849,8862,1367104,719.9916666666670,1810688,3177728,2566745.4217757000,189.67320367895100
,f0217771,CN,CN-GD,Guedin Windfarm,123,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0217771,8739,643392,719.9916666666670,192000,835392,582574.3923888040,81.70643671921420
,f0218559,CN,CN-CQ,Guedin Windfarm,74,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0218559,8665,301568,719.9916666666670,990080,1291584,1181670.5952615100,49.27821720216800
,f0219106,CN,CN-ZJ,Guedin Windfarm,785,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0219106,7880,3974464,719.9916666666670,2403072,6377472,5127014.868598020,523.1998701166360
,f0220004,CN,CN-XJ,Guedin Windfarm,90,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0220004,7790,435072,719.9916666666670,515328,950400,749831.9697218710,59.552312248047800
,f0222674,CN,CN-GX,Guedin Windfarm,633,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0222674,7157,3193920,719.9916666666670,2589504,5783424,4218092.329401900,421.63281521199800
,f0223663,CN,CN-BJ,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0223663,7156,384,719.9916666666670,17408,17760,17758.54961284270,0.2591866507636870
,f0224984,CN,CN-HB,Guedin Windfarm,59,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0224984,7097,276928,719.9916666666670,438528,715456,582515.0020717830,39.17756576194040
,f0227567,CN,CN-FJ,Guedin Windfarm,24,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0227567,7073,124864,719.9916666666670,4480,129344,84788.45912568430,15.515192066334200
,f0228232,CN,CN-HA,Guedin Windfarm,21,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0228232,7052,71168,719.9916666666670,384704,455872,429768.1563906990,13.453070952459800
,f0231112,CN,CN-SC,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0231112,7051,0,719.9916666666670,384,384,384,0.004640885910217010
,f0232459,CN,CN-ZJ,Guedin Windfarm,58,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0232459,6993,0,719.9916666666670,3170208,3170208,3170208.0000000000,38.31399385327410
,f0232650,CN,CN-GD,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0232650,6989,288,719.9916666666670,192640,192896,192741.88488292700,2.362831513720540
,f0238968,CN,CN-SD,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0238968,6985,13760,719.9916666666670,47872,61568,51581.94738365030,2.220249091565870
,f0239688,CN,CN-BJ,Guedin Windfarm,23,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0239688,6962,88736,719.9916666666670,333920,422656,415708.01625018800,15.321911841896500
,f0240035,CN,CN-ZJ,Guedin Windfarm,96,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0240035,6866,464224,719.9916666666670,529664,993856,800613.0356138370,63.549124025382500
,f0240392,CN,CN-XX,Guedin Windfarm,142,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0240392,6724,716736,719.9916666666670,565056,1281792,901923.0633687870,94.07754231437110
,f0241764,CN,CN-SC,Guedin Windfarm,89,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0241764,6635,428608,719.9916666666670,425152,853696,757718.697299738,58.89748109580890
,f0241858,CN,CN-JX,Guedin Windfarm,91,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0241858,6544,347040,719.9916666666670,1454400,1801408,1651614.052199680,60.234811169833400
,f0391212,CN,CN-GD,Guedin Windfarm,169,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0391212,6375,813376,719.9916666666670,916160,1729408,1505130.0390050800,112.58275848226500
,f0391214,CN,CN-GD,Guedin Windfarm,36,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0391214,6339,190336,719.9916666666670,17728,208000,144173.13459646500,23.83092056849790
,f0396188,CN,CN-XJ,Guedin Windfarm,43,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0396188,6296,195712,719.9916666666670,370816,566464,478785.70742716800,28.498812681933300
,f0396846,CN,CN-GD,Guedin Windfarm,10,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0396846,6286,48800,719.9916666666670,12288,61056,46630.63415085820,6.226801872850920
,f0397083,CN,CN-BJ,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0397083,6284,6368,719.9916666666670,13696,20032,19334.617113624000,0.9726777335764850
,f0397802,CN,CN-SC,Guedin Windfarm,55,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0397802,6229,273920,719.9916666666670,243392,517312,398969.3406636650,36.61022045365430
,f0397837,CN,CN-JX,Guedin Windfarm,272,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0397837,5957,1365440,719.9916666666670,822432,2187872,1838534.309702660,180.67919882238100
,f0399814,CN,CN-XX,Guedin Windfarm,192,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0399814,5765,970272,719.9916666666670,760928,1731168,1241008.0401856500,127.59845834848600
,f0400103,CN,HK,Guedin Windfarm,2,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0400103,5763,10240,719.9916666666670,1568,11776,5736.018611326520,1.2576756255139700
,f0400307,CN,CN-SH,Guedin Windfarm,115,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0400307,5648,588224,719.9916666666670,231808,819968,680055.9902776640,76.4823169547272
,f0400644,CN,CN-NM,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0400644,5647,288,719.9916666666670,416,672,563.2428153103620,0.04022955482408350
,f0402431,CN,CN-ZJ,Guedin Windfarm,154,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0402431,5493,802816,719.9916666666670,358080,1160896,768678.8189678120,102.45678569871300
,f0403050,CN,CN-XX,Guedin Windfarm,22,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0403050,5471,114752,719.9916666666670,48128,162816,106876.98070579500,14.6086482297154
,f0403177,CN,CN-GD,Guedin Windfarm,1,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0403177,5470,3840,719.9916666666670,1696,5504,3613.091818192340,0.48929859115263700
,f0404193,CN,CN-GD,Guedin Windfarm,297,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0404193,5173,1510272,719.9916666666670,1036608,2546880,1845323.7808771000,197.5690098956950
,f0406475,CN,CN-SH,Guedin Windfarm,492,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0406475,4681,2523712,719.9916666666670,1552576,4076032,2882849.867799420,327.71790563621800
,f0406478,CN,CN-JS,Guedin Windfarm,24,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0406478,4657,122816,719.9916666666670,58112,180928,122409.91567032000,15.73220102766540
,f0410242,CN,CN-GZ,Guedin Windfarm,35,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0410242,4622,109184,719.9916666666670,728256,837440,827524.238567576,22.6719653461606
,f0410701,CN,CN-SH,Guedin Windfarm,4,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0410701,4618,16352,719.9916666666670,8096,24416,9023.685551916110,2.0067068857413000
,f0413684,CN,CN-FJ,Guedin Windfarm,133,2021-04-01,2021-04-30,Renewable energy purchase for node on the Filecoin network with minerID f0413684,4485,420480,719.9916666666670,3173952,3594304,3259895.0102663100,88.19462967688220
