attestation_id,smart_contract_address,batchID,network,zl_protocol_version,minerID,beneficiary,redemption_purpose,attestation_folder
20220207_SP_PL_transaction_1_attestation_90,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,90,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 90 - Filecoin MinerID: f023662,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 90. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023662",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_91,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,91,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 91 - Filecoin MinerID: f023678,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 91. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023678",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_92,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,92,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 92 - Filecoin MinerID: f023853,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 92. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023853",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_93,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,93,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 93 - Filecoin MinerID: f023854,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 93. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023854",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_94,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,94,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 94 - Filecoin MinerID: f023855,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 94. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023855",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_95,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,95,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 95 - Filecoin MinerID: f023858,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 95. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023858",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_96,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,96,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 96 - Filecoin MinerID: f023859,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 96. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023859",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_97,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,97,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 97 - Filecoin MinerID: f023861,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 97. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023861",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_98,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,98,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 98 - Filecoin MinerID: f023868,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 98. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023868",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_99,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,99,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 99 - Filecoin MinerID: f023869,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 99. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023869",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_100,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,100,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 100 - Filecoin MinerID: f023870,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 100. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023870",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_101,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,101,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 101 - Filecoin MinerID: f023871,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 101. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023871",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_102,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,102,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 102 - Filecoin MinerID: f023876,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 102. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023876",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_103,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,103,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 103 - Filecoin MinerID: f023928,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 103. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023928",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_104,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,104,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 104 - Filecoin MinerID: f023982,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 104. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023982",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_105,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,105,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 105 - Filecoin MinerID: f023983,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 105. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023983",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_106,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,106,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 106 - Filecoin MinerID: f023984,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 106. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023984",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_107,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,107,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 107 - Filecoin MinerID: f023985,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 107. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f023985",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_108,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,108,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 108 - Filecoin MinerID: f024006,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 108. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024006",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_109,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,109,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 109 - Filecoin MinerID: f024007,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 109. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024007",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_110,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,110,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 110 - Filecoin MinerID: f024008,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 110. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024008",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_111,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,111,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 111 - Filecoin MinerID: f024012,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 111. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024012",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_112,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,112,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 112 - Filecoin MinerID: f024013,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 112. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024013",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_113,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,113,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 113 - Filecoin MinerID: f024066,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 113. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024066",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_114,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,114,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 114 - Filecoin MinerID: f024081,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 114. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024081",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_115,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,115,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 115 - Filecoin MinerID: f024084,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 115. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024084",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_116,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,116,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 116 - Filecoin MinerID: f024136,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 116. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024136",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_117,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,117,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 117 - Filecoin MinerID: f024146,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 117. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024146",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_118,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,118,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 118 - Filecoin MinerID: f024147,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 118. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024147",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_119,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,119,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 119 - Filecoin MinerID: f024148,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 119. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024148",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_120,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,120,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 120 - Filecoin MinerID: f024182,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 120. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024182",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_121,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,121,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 121 - Filecoin MinerID: f024468,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 121. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024468",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_122,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,122,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 122 - Filecoin MinerID: f024511,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 122. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f024511",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_123,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,123,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 123 - Filecoin MinerID: f025025,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 123. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f025025",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_124,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,124,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 124 - Filecoin MinerID: f029401,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 124. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f029401",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_125,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,125,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 125 - Filecoin MinerID: f029416,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 125. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f029416",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_126,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,126,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 126 - Filecoin MinerID: f029665,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 126. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f029665",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_127,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,127,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 127 - Filecoin MinerID: f030125,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 127. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f030125",20220429_SP_delivery
20220207_SP_PL_transaction_1_attestation_128,0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900,128,246,1.0.0,,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 128 - Filecoin MinerID: f030335,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 128. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f030335",20220429_SP_delivery
