"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose","supply_remaining","totalSealed_GiB","total_time_hours","initial_capacity_GiB","final_capacity_GiB","time_average_capacity_GiB","total_energy_upper_MWh"
"","f097569","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097569",18865,7520,719.9916666666667,"73984","81472",79597.9605319506,1.8346884497224574
"","f097687","CN","CN-JS","Guedin Windfarm",18,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097687",18847,0,719.9916666666667,"963136","963136",963136,11.640115343809287
"","f097840","CN","CN-SC","Guedin Windfarm",10,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097840",18837,0,719.9916666666667,"510496","510496",510496,6.169671077140991
"","f099239","CN","HK","Guedin Windfarm",362,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099239",18475,1318496,719.9916666666667,"6452960","7771456",7274950.905635517,240.93392285055586
"","f099369","CN","CN-ZJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099369",18454,50848,719.9916666666667,"625568","676384",667610.6932719128,13.96941399094802
"","f099387","CN","CN-HE","Guedin Windfarm",9,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099387",18445,37792,719.9916666666667,"68480","106240",96239.59314343917,5.548879331568725
"","f099705","CN","CN-SD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099705",18444,2112,719.9916666666667,"17792","19872",19495.872683711612,0.4807177408734521
"","f0101018","CN","CN-HA","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0101018",18442,3520,719.9916666666667,"63712","67200",66701.3405247746,1.2146244727022204
"","f0102358","CN","CN-GZ","Guedin Windfarm",45,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102358",18397,0,719.9916666666667,"2428352","2428352",2428352,29.348189015227305
"","f0102374","CN","CN-XJ","Guedin Windfarm",72,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102374",18325,254752,719.9916666666667,"1372736","1627488",1495267.1811479407,47.635235202220336
"","f0102376","CN","CN-XJ","Guedin Windfarm",123,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102376",18202,480736,719.9916666666667,"1856000","2336736",2130012.2573641185,81.53198282555614
"","f0102641","CN","CN-GD","Guedin Windfarm",76,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102641",18126,201216,719.9916666666667,"2167424","2368608",2235208.113427236,50.36504154580298
"","f0103396","CN","CN-ZJ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103396",18120,32000,719.9916666666667,"6528","38496",21213.251820044206,3.9699762558382536
"","f0103710","CN","CN-GZ","Guedin Windfarm",43,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103710",18077,0,719.9916666666667,"2322400","2322400",2322400,28.06769124449993
"","f0103851","CN","CN-XJ","Guedin Windfarm",72,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103851",18005,243456,719.9916666666667,"1495200","1738560",1592869.5026562866,47.503920776762385
"","f0107753","CN","CN-SH","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0107753",18003,1536,719.9916666666667,"62912","64384",63153.76427967917,0.9415065095292353
"","f0108672","CN","CN-XJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0108672",18002,576,719.9916666666667,"30848","31392",31264.27666986886,0.4446936143333519
"","f0109606","CN","CN-FJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109606",17981,0,719.9916666666667,"1120736","1120736",1120736,13.544812269460845
"","f0109743","CN","CN-JS","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109743",17980,0,719.9916666666667,"27040","27040",27039.999999999996,0.32679571617778075
"","f0110110","CN","CN-HA","Guedin Windfarm",7,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110110",17973,16192,719.9916666666667,"184576","200736",194942.7147999397,4.235089412498008
"","f0110133","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110133",17972,0,719.9916666666667,"21888","21888",21888.000000000004,0.26453049688236935
"","f0110442","CN","CN-FJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110442",17934,32160,719.9916666666667,"1701824","1733792",1733532.8370004275,24.68302299973427
"","f0110936","CN","CN-FJ","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110936",17914,0,719.9916666666667,"1103008","1103008",1103008.0000000002,13.33055803660583
"","f0110944","CN","CN-GD","Guedin Windfarm",7,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110944",17907,0,719.9916666666667,"339392","339392",339392,4.101769663646796
"","f0111174","CN","CN-GD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0111174",17873,129920,719.9916666666667,"554592","684512",605905.012419127,22.39996821393972
"","f0113008","CN","HK","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0113008",17872,32,719.9916666666667,"11680","11712",11708.001805576452,0.14521230004441504
"","f0114338","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114338",17869,0,719.9916666666667,"124160","124160",124159.99999999999,1.5005531109701646
"","f0114868","CN","CN-XX","Guedin Windfarm",60,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114868",17809,140416,719.9916666666667,"1863808","2003680",1953207.5284204737,39.90104289196047
"","f0115117","CN","HK","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0115117",17719,0,719.9916666666667,"4957696","4957696",4957696,59.91693102484168
"","f0116628","CN","CN-SH","Guedin Windfarm",87,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0116628",17632,44160,719.9916666666667,"4302464","4346592",4342288.89834373,57.604110821521964
"","f0117450","CN","CN-SD","Guedin Windfarm",26,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0117450",17606,120384,719.9916666666667,"150432","270784",251119.5968471857,17.005506309499886
"","f0118360","CN","CN-ZJ","Guedin Windfarm",173,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118360",17433,788576,719.9916666666667,"1556160","2344736",1946104.526580163,115.03417715560674
"","f0118917","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118917",17432,96,719.9916666666667,"16672","16736",16731.70846884802,0.21335421325316772
"","f0119997","CN","CN-SH","Guedin Windfarm",136,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0119997",17296,585280,719.9916666666667,"1472064","2057344",1861625.9803006882,90.42069570306872
"","f0120983","CN","CN-FJ","Guedin Windfarm",57,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0120983",17239,151200,719.9916666666667,"1531200","1682368",1657195.863100267,37.575035729491255
"","f0121602","CN","HK","Guedin Windfarm",62,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121602",17177,230336,719.9916666666667,"1013632","1243904",1166992.780934975,40.83435165270616
"","f0121768","CN","CN-GD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121768",17173,2208,719.9916666666667,"185248","187424",186606.60276160605,2.5114987316725625
"","f0123522","CN","CN-HL","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123522",17170,1024,719.9916666666667,"102752","103744",103464.84084306532,1.3692740762910371
"","f0123931","CN","CN-FJ","Guedin Windfarm",46,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123931",17124,129120,719.9916666666667,"1218368","1347456",1273351.3419368253,30.373644519840063
"","f0124944","CN","CN-HA","Guedin Windfarm",12,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0124944",17112,51168,719.9916666666667,"127200","178336",161811.67430178594,7.893644942686454
"","f0128381","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128381",17111,0,719.9916666666667,"25824","25824",25824,0.3120995774620936
"","f0128788","CN","CN-GD","Guedin Windfarm",39,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128788",17072,133216,719.9916666666667,"751232","884416",820696.1036123112,25.378356955181648
"","f0129403","CN","CN-GD","Guedin Windfarm",132,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0129403",16940,613568,719.9916666666667,"1272960","1886496",1374589.922568549,87.81737591394224
"","f0130912","CN","HK","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0130912",16937,8512,719.9916666666667,"51392","59904",57127.927128786214,1.6782453226409995
"","f0131419","CN","CN-BJ","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0131419",16923,73600,719.9916666666667,"11264","84800",19446.971747358188,8.776310309707117
"","f0132618","CN","HK","Guedin Windfarm",673,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0132618",16250,3207424,719.9916666666667,"4450240","7657664",6289084.601442182,448.2292224854381
"","f0133379","CN","CN-XX","Guedin Windfarm",18,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133379",16232,0,719.9916666666667,"939776","939776",939776,11.357794784271084
"","f0133509","CN","HK","Guedin Windfarm",2467,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133509",13765,11796352,719.9916666666667,"15662784","27458624",22801212.668109603,1644.5340991176765
"","f0133886","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133886",13762,9664,719.9916666666667,"34944","44544",37057.09112373983,1.5693660351547418
"","f0134286","CN","CN-SC","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0134286",13751,6272,719.9916666666667,"523264","529536",526674.3476197643,7.093062471068563
"","f0135934","CN","CN-XX","Guedin Windfarm",110,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0135934",13641,313760,719.9916666666667,"2796064","3109760",3031859.1620736215,73.05381267574255
"","f0136014","CN","CN-JS","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136014",13625,0,719.9916666666667,"879808","879808",879808.0000000001,10.633043101292197
"","f0136033","CN","CN-GD","Guedin Windfarm",64,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136033",13561,294336,719.9916666666667,"524096","818368",682757.2089491762,42.40925571069042
"","f0137019","CN","CN-BJ","Guedin Windfarm",434,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0137019",13127,2105152,719.9916666666667,"2627968","4731264",3705017.3399229287,289.08043120723727
"","f0141446","CN","CN-JS","Guedin Windfarm",233,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141446",12894,1097344,719.9916666666667,"1784832","2882144",2311836.512922612,155.28681386672415
"","f0141614","CN","CN-FJ","Guedin Windfarm",61,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141614",12833,13824,719.9916666666667,"3180480","3194240",3193061.4567298237,40.19446793886173
"","f0143110","CN","CN-XX","Guedin Windfarm",193,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0143110",12640,870912,719.9916666666667,"1819712","2690624",2283041.619648376,128.66137184208108
"","f0144194","CN","CN-XX","Guedin Windfarm",58,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144194",12582,152960,719.9916666666667,"1595584","1748512",1726247.2052685777,38.61381344822122
"","f0144313","CN","CN-SD","Guedin Windfarm",1090,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144313",11492,4249664,719.9916666666667,"15872128","20121664",19314859.99976849,726.6060287940549
"","f0145313","CN","CN-XJ","Guedin Windfarm",19,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0145313",11473,21440,719.9916666666667,"829344","850752",836870.1504415572,12.602224042642836
"","f0146393","CN","CN-GD","Guedin Windfarm",279,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146393",11194,1398272,719.9916666666667,"1377408","2775680",1961199.3346219372,185.97183833853813
"","f0146751","CN","CN-JS","Guedin Windfarm",22,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146751",11172,11328,719.9916666666667,"1044000","1055296",1054548.9535758516,14.059514012899543
"","f0148627","CN","CN-HN","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0148627",11082,376896,719.9916666666667,"1177728","1554624",1319552.351855917,59.68642215957649
"","f0149026","CN","CN-JS","Guedin Windfarm",42,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149026",11040,71744,719.9916666666667,"1526272","1596992",1581363.9309714236,27.437688169467148
"","f0149132","CN","CN-SH","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149132",11034,19264,719.9916666666667,"76512","95776",91127.58212479307,3.336922702012584
"","f0151371","CN","CN-JS","Guedin Windfarm",227,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151371",10807,948416,719.9916666666667,"2792768","3740992",3365680.1887058956,150.74009272759707
"","f0151692","CN","CN-XJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151692",10769,89248,719.9916666666667,"1131872","1221056",1190230.9650806154,24.741935284550166
"","f0152854","CN","CN-GD","Guedin Windfarm",35,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152854",10734,61504,719.9916666666667,"1312000","1373504",1315795.5039294483,23.039771493683528
"","f0152943","CN","CN-SD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152943",10700,133824,719.9916666666667,"479520","613280",553981.3692288119,22.22549699832434
"","f0153176","CN","CN-FJ","Guedin Windfarm",283,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153176",10417,1150976,719.9916666666667,"3894720","5045696",4533282.791513808,188.35840921436017
"","f0153804","CN","CN-GD","Guedin Windfarm",159,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153804",10258,799776,719.9916666666667,"656032","1455808",1036724.9232051284,105.34350247311767
"","f0153960","CN","CN-GD","Guedin Windfarm",105,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153960",10153,477824,719.9916666666667,"940160","1417248",1193143.2054537719,69.87138272295644
"","f0154238","CN","CN-FJ","Guedin Windfarm",39,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0154238",10114,75136,719.9916666666667,"1343488","1418560",1389017.4084422279,25.50669892310157
"","f0155258","CN","CN-SH","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155258",10108,7936,719.9916666666667,"194624","202496",201379.1107767451,3.3547684448031125
"","f0155687","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155687",10107,0,719.9916666666667,"5472","5472",5472,0.06613262422059232
"","f0157941","CN","CN-HN","Guedin Windfarm",214,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0157941",9893,1072832,719.9916666666667,"947072","2019840",1502617.9217815015,142.66227097585204
"","f0158142","CN","CN-XJ","Guedin Windfarm",33,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158142",9860,125024,719.9916666666667,"540608","665600",596186.6843829183,21.714335116100024
"","f0158666","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158666",9859,64,719.9916666666667,"16512","16512",16511.999999999996,0.2069852951849581
"","f0158950","CN","CN-JS","Guedin Windfarm",81,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158950",9778,403328,719.9916666666667,"330304","733568",561176.2943552571,53.58839587917888
"","f0158993","CN","CN-FJ","Guedin Windfarm",30,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158993",9748,88832,719.9916666666667,"731040","819840",798890.5975300646,19.96405952498146
"","f0159380","CN","CN-NM","Guedin Windfarm",119,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159380",9629,480800,719.9916666666667,"1580096","2060704",1911674.9932753828,78.900664368829
"","f0159649","CN","CN-CQ","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159649",9593,146688,719.9916666666667,"457344","604032",534084.9452424215,23.47790338312518
"","f0159961","CN","CN-CQ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159961",9587,28960,719.9916666666667,"23968","52896",35279.73944142869,3.7871867171301563
"","f0160137","CN","CN-SH","Guedin Windfarm",147,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0160137",9440,697504,719.9916666666667,"857056","1554528",1392676.3004201462,97.77673554397549
"","f0161916","CN","CN-JS","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0161916",9435,1760,719.9916666666667,"209312","211072",211010.79077304137,2.7544485646983747
"","f0162183","CN","CN-SN","Guedin Windfarm",156,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0162183",9279,808096,719.9916666666667,"256192","1064256",825742.5301681723,103.75918127793177
"","f0164291","CN","CN-FJ","Guedin Windfarm",25,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0164291",9254,106080,719.9916666666667,"246080","352128",324120.31879998633,16.227787349621085
"","f0167137","CN","CN-ZJ","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0167137",9246,41056,719.9916666666667,"10464","51456",33825.90187386433,5.173357156724852
"","f0172300","CN","CN-GD","Guedin Windfarm",29,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0172300",9217,158080,719.9916666666667,"43648","201664",80808.90343638255,19.321813930036917
"","f0199223","CN","CN-SC","Guedin Windfarm",54,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0199223",9163,265280,719.9916666666667,"246656","511936",386785.4244609312,35.46029788271206
"","f0215370","CN","CN-GD","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0215370",9158,20544,719.9916666666667,"15168","35712",29008.26315119388,2.734714972464569
"","f0216138","CN","CN-GD","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216138",9147,47168,719.9916666666667,"79488","126624",114349.68719545356,6.85583636891634
"","f0216849","CN","CN-FJ","Guedin Windfarm",285,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216849",8862,1367104,719.9916666666667,"1810688","3177728",2566745.4217757024,189.67320367895053
"","f0217771","CN","CN-GD","Guedin Windfarm",123,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0217771",8739,643392,719.9916666666667,"192000","835392",582574.3923888037,81.70643671921418
"","f0218559","CN","CN-CQ","Guedin Windfarm",74,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0218559",8665,301568,719.9916666666667,"990080","1291584",1181670.5952615088,49.27821720216802
"","f0219106","CN","CN-ZJ","Guedin Windfarm",785,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0219106",7880,3974464,719.9916666666667,"2403072","6377472",5127014.868598023,523.1998701166355
"","f0220004","CN","CN-XJ","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0220004",7790,435072,719.9916666666667,"515328","950400",749831.9697218713,59.552312248047826
"","f0222674","CN","CN-GX","Guedin Windfarm",633,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0222674",7157,3193920,719.9916666666667,"2589504","5783424",4218092.329401904,421.63281521199826
"","f0223663","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0223663",7156,384,719.9916666666667,"17408","17760",17758.54961284274,0.2591866507636871
"","f0224984","CN","CN-HB","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0224984",7097,276928,719.9916666666667,"438528","715456",582515.0020717828,39.17756576194044
"","f0227567","CN","CN-FJ","Guedin Windfarm",24,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0227567",7073,124864,719.9916666666667,"4480","129344",84788.45912568431,15.515192066334185
"","f0228232","CN","CN-HA","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0228232",7052,71168,719.9916666666667,"384704","455872",429768.1563906985,13.453070952459827
"","f0231112","CN","CN-SC","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0231112",7051,0,719.9916666666667,"384","384",384,0.004640885910217005
"","f0232459","CN","CN-ZJ","Guedin Windfarm",58,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0232459",6993,0,719.9916666666667,"3170208","3170208",3170208.0000000005,38.31399385327405
"","f0232650","CN","CN-GD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0232650",6989,288,719.9916666666667,"192640","192896",192741.88488292688,2.362831513720538
"","f0238968","CN","CN-SD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0238968",6985,13760,719.9916666666667,"47872","61568",51581.94738365025,2.220249091565866
"","f0239688","CN","CN-BJ","Guedin Windfarm",23,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0239688",6962,88736,719.9916666666667,"333920","422656",415708.01625018794,15.321911841896457
"","f0240035","CN","CN-ZJ","Guedin Windfarm",96,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0240035",6866,464224,719.9916666666667,"529664","993856",800613.0356138373,63.549124025382504
"","f0240392","CN","CN-XX","Guedin Windfarm",142,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0240392",6724,716736,719.9916666666667,"565056","1281792",901923.0633687867,94.07754231437114
"","f0241764","CN","CN-SC","Guedin Windfarm",89,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0241764",6635,428608,719.9916666666667,"425152","853696",757718.697299738,58.89748109580888
"","f0241858","CN","CN-JX","Guedin Windfarm",91,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0241858",6544,347040,719.9916666666667,"1454400","1801408",1651614.052199682,60.234811169833414
"","f0391212","CN","CN-GD","Guedin Windfarm",169,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0391212",6375,813376,719.9916666666667,"916160","1729408",1505130.0390050777,112.58275848226533
"","f0391214","CN","CN-GD","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0391214",6339,190336,719.9916666666667,"17728","208000",144173.13459646524,23.83092056849787
"","f0396188","CN","CN-XJ","Guedin Windfarm",43,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0396188",6296,195712,719.9916666666667,"370816","566464",478785.70742716844,28.498812681933316
"","f0396846","CN","CN-GD","Guedin Windfarm",10,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0396846",6286,48800,719.9916666666667,"12288","61056",46630.63415085824,6.226801872850917
"","f0397083","CN","CN-BJ","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397083",6284,6368,719.9916666666667,"13696","20032",19334.617113623997,0.9726777335764845
"","f0397802","CN","CN-SC","Guedin Windfarm",55,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397802",6229,273920,719.9916666666667,"243392","517312",398969.3406636652,36.61022045365433
"","f0397837","CN","CN-JX","Guedin Windfarm",272,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0397837",5957,1365440,719.9916666666667,"822432","2187872",1838534.309702656,180.67919882238073
"","f0399814","CN","CN-XX","Guedin Windfarm",192,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0399814",5765,970272,719.9916666666667,"760928","1731168",1241008.0401856478,127.59845834848568
"","f0400103","CN","HK","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400103",5763,10240,719.9916666666667,"1568","11776",5736.018611326524,1.2576756255139667
"","f0400307","CN","CN-SH","Guedin Windfarm",115,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400307",5648,588224,719.9916666666667,"231808","819968",680055.9902776644,76.4823169547272
"","f0400644","CN","CN-NM","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0400644",5647,288,719.9916666666667,"416","672",563.2428153103624,0.04022955482408351
"","f0402431","CN","CN-ZJ","Guedin Windfarm",154,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0402431",5493,802816,719.9916666666667,"358080","1160896",768678.8189678116,102.45678569871329
"","f0403050","CN","CN-XX","Guedin Windfarm",22,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0403050",5471,114752,719.9916666666667,"48128","162816",106876.98070579513,14.6086482297154
"","f0403177","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0403177",5470,3840,719.9916666666667,"1696","5504",3613.091818192339,0.48929859115263663
"","f0404193","CN","CN-GD","Guedin Windfarm",297,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0404193",5173,1510272,719.9916666666667,"1036608","2546880",1845323.7808771038,197.5690098956951
"","f0406475","CN","CN-SH","Guedin Windfarm",492,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0406475",4681,2523712,719.9916666666667,"1552576","4076032",2882849.867799417,327.71790563621846
