"ID","name","country","location","redemption_account","volume_required","start_date","end_date","redemption_purpose","supply_remaining","totalSealed_GiB","total_time_hours","initial_capacity_GiB","final_capacity_GiB","time_average_capacity_GiB","total_energy_upper_MWh"
"","f082452","CN","CN-GD","Guedin Windfarm",164,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082452",19151,658944,719.9916666666667,"2195392","2854208",2713951.1781386444,109.27029994400475
"","f082617","CN","CN-FJ","Guedin Windfarm",30,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082617",19121,0,719.9916666666667,"1626880","1626880",1626880,19.661886639619382
"","f082635","CN","CN-SC","Guedin Windfarm",33,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f082635",19088,79904,719.9916666666667,"978112","1058016",1029284.3330131156,21.712420814547645
"","f083065","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f083065",19087,2432,719.9916666666667,"14944","17344",16493.14681882891,0.48156388110528897
"","f083638","CN","CN-CQ","Guedin Windfarm",35,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f083638",19052,66016,719.9916666666667,"1229408","1295424",1281555.147999397,23.14957253876327
"","f085437","CN","CN-ZJ","Guedin Windfarm",127,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f085437",18925,436544,719.9916666666667,"2631712","3068224",2805704.9697334315,84.56967964019417
"","f085899","CN","CN-JS","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f085899",18919,18272,719.9916666666667,"93408","111648",103683.76485838961,3.3735505950096862
"","f086028","CN","CN-JS","Guedin Windfarm",66,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f086028",18853,204640,719.9916666666667,"1578176","1782816",1668636.25328997,43.91501304435735
"","f086151","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f086151",18850,0,719.9916666666667,"142688","142688",142687.99999999997,1.7244758561381353
"","f087965","CN","CN-JS","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f087965",18847,0,719.9916666666667,"124768","124768",124768.00000000001,1.507901180328009
"","f090387","CN","CN-FJ","Guedin Windfarm",80,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f090387",18767,0,719.9916666666667,"4404096","4404096",4404096,53.22632050427883
"","f092514","CN","CN-XJ","Guedin Windfarm",104,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f092514",18663,431424,719.9916666666667,"1367392","1798784",1590982.9937846293,69.29481057995089
"","f093115","CN","CN-SH","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f093115",18647,59808,719.9916666666667,"231936","291712",259090.57873355076,10.071994940457344
"","f093658","CN","CN-XX","Guedin Windfarm",48,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f093658",18599,165216,719.9916666666667,"919008","1084224",1056277.2061713666,31.939105966483908
"","f094374","CN","CN-ZJ","Guedin Windfarm",25,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f094374",18574,114400,719.9916666666667,"215968","330336",277288.56861769233,16.62733179395932
"","f094765","CN","CN-TJ","Guedin Windfarm",49,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f094765",18525,155264,719.9916666666667,"1118944","1274176",1185325.8609011585,32.34381183792005
"","f095334","CN","CN-GZ","Guedin Windfarm",58,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f095334",18467,240896,719.9916666666667,"645088","885888",857294.1564601443,38.31693362018556
"","f096974","CN","CN-CQ","Guedin Windfarm",28,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f096974",18439,138112,719.9916666666667,"117760","255872",186455.23730598725,18.281330803596983
"","f097370","CN","CN-HA","Guedin Windfarm",22,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097370",18417,0,719.9916666666667,"1177120","1177120",1177120,14.226249017277711
"","f097569","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097569",18414,7520,719.9916666666667,"73984","81472",79597.9605319506,1.8346884497224574
"","f097687","CN","CN-JS","Guedin Windfarm",18,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097687",18396,0,719.9916666666667,"963136","963136",963136,11.640115343809287
"","f097840","CN","CN-SC","Guedin Windfarm",10,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f097840",18386,0,719.9916666666667,"510496","510496",510496,6.169671077140991
"","f099239","CN","HK","Guedin Windfarm",362,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099239",18024,1318496,719.9916666666667,"6452960","7771456",7274950.905635517,240.93392285055586
"","f099369","CN","CN-ZJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099369",18003,50848,719.9916666666667,"625568","676384",667610.6932719128,13.96941399094802
"","f099387","CN","CN-HE","Guedin Windfarm",9,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099387",17994,37792,719.9916666666667,"68480","106240",96239.59314343917,5.548879331568725
"","f099705","CN","CN-SD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f099705",17993,2112,719.9916666666667,"17792","19872",19495.872683711612,0.4807177408734521
"","f0101018","CN","CN-HA","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0101018",17991,3520,719.9916666666667,"63712","67200",66701.3405247746,1.2146244727022204
"","f0102358","CN","CN-GZ","Guedin Windfarm",45,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102358",17946,0,719.9916666666667,"2428352","2428352",2428352,29.348189015227305
"","f0102374","CN","CN-XJ","Guedin Windfarm",72,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102374",17874,254752,719.9916666666667,"1372736","1627488",1495267.1811479407,47.635235202220336
"","f0102376","CN","CN-XJ","Guedin Windfarm",123,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102376",17751,480736,719.9916666666667,"1856000","2336736",2130012.2573641185,81.53198282555614
"","f0102641","CN","CN-GD","Guedin Windfarm",76,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0102641",17675,201216,719.9916666666667,"2167424","2368608",2235208.113427236,50.36504154580298
"","f0103396","CN","CN-ZJ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103396",17669,32000,719.9916666666667,"6528","38496",21213.251820044206,3.9699762558382536
"","f0103710","CN","CN-GZ","Guedin Windfarm",43,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103710",17626,0,719.9916666666667,"2322400","2322400",2322400,28.06769124449993
"","f0103851","CN","CN-XJ","Guedin Windfarm",72,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0103851",17554,243456,719.9916666666667,"1495200","1738560",1592869.5026562866,47.503920776762385
"","f0107753","CN","CN-SH","Guedin Windfarm",2,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0107753",17552,1536,719.9916666666667,"62912","64384",63153.76427967917,0.9415065095292353
"","f0108672","CN","CN-XJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0108672",17551,576,719.9916666666667,"30848","31392",31264.27666986886,0.4446936143333519
"","f0109606","CN","CN-FJ","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109606",17530,0,719.9916666666667,"1120736","1120736",1120736,13.544812269460845
"","f0109743","CN","CN-JS","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109743",17529,0,719.9916666666667,"27040","27040",27039.999999999996,0.32679571617778075
"","f0109901","CN","CN-LN","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0109901",17528,1696,719.9916666666667,"2304","3968",3077.9467354946237,0.2340197850975379
"","f0110110","CN","CN-HA","Guedin Windfarm",7,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110110",17521,16192,719.9916666666667,"184576","200736",194942.7147999397,4.235089412498008
"","f0110133","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110133",17520,0,719.9916666666667,"21888","21888",21888.000000000004,0.26453049688236935
"","f0110442","CN","CN-FJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110442",17482,32160,719.9916666666667,"1701824","1733792",1733532.8370004275,24.68302299973427
"","f0110936","CN","CN-FJ","Guedin Windfarm",20,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110936",17462,0,719.9916666666667,"1103008","1103008",1103008.0000000002,13.33055803660583
"","f0110944","CN","CN-GD","Guedin Windfarm",7,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0110944",17455,0,719.9916666666667,"339392","339392",339392,4.101769663646796
"","f0111174","CN","CN-GD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0111174",17421,129920,719.9916666666667,"554592","684512",605905.012419127,22.39996821393972
"","f0112087","CN","CN-FJ","Guedin Windfarm",268,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0112087",17153,770912,719.9916666666667,"6906656","7677536",7340258.628178552,178.17607635359508
"","f0113008","CN","HK","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0113008",17152,32,719.9916666666667,"11680","11712",11708.001805576452,0.14521230004441504
"","f0114338","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114338",17149,0,719.9916666666667,"124160","124160",124159.99999999999,1.5005531109701646
"","f0114868","CN","CN-XX","Guedin Windfarm",60,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0114868",17089,140416,719.9916666666667,"1863808","2003680",1953207.5284204737,39.90104289196047
"","f0116628","CN","CN-SH","Guedin Windfarm",87,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0116628",17002,44160,719.9916666666667,"4302464","4346592",4342288.89834373,57.604110821521964
"","f0117450","CN","CN-SD","Guedin Windfarm",26,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0117450",16976,120384,719.9916666666667,"150432","270784",251119.5968471857,17.005506309499886
"","f0118360","CN","CN-ZJ","Guedin Windfarm",173,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118360",16803,788576,719.9916666666667,"1556160","2344736",1946104.526580163,115.03417715560674
"","f0118917","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0118917",16802,96,719.9916666666667,"16672","16736",16731.70846884802,0.21335421325316772
"","f0119997","CN","CN-SH","Guedin Windfarm",136,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0119997",16666,585280,719.9916666666667,"1472064","2057344",1861625.9803006882,90.42069570306872
"","f0120983","CN","CN-FJ","Guedin Windfarm",57,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0120983",16609,151200,719.9916666666667,"1531200","1682368",1657195.863100267,37.575035729491255
"","f0121533","CN","CN-ZJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121533",16608,0,719.9916666666667,"5120","5120",5119.999999999999,0.061878478802893405
"","f0121602","CN","HK","Guedin Windfarm",62,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121602",16546,230336,719.9916666666667,"1013632","1243904",1166992.780934975,40.83435165270616
"","f0121768","CN","CN-GD","Guedin Windfarm",4,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0121768",16542,2208,719.9916666666667,"185248","187424",186606.60276160605,2.5114987316725625
"","f0123522","CN","CN-HL","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123522",16539,1024,719.9916666666667,"102752","103744",103464.84084306532,1.3692740762910371
"","f0123931","CN","CN-FJ","Guedin Windfarm",46,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0123931",16493,129120,719.9916666666667,"1218368","1347456",1273351.3419368253,30.373644519840063
"","f0124126","CN","CN-SD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0124126",16492,160,719.9916666666667,"544","672",628.1943078044884,0.02616013311398484
"","f0124944","CN","CN-HA","Guedin Windfarm",12,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0124944",16480,51168,719.9916666666667,"127200","178336",161811.67430178594,7.893644942686454
"","f0128381","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128381",16479,0,719.9916666666667,"25824","25824",25824,0.3120995774620936
"","f0128788","CN","CN-GD","Guedin Windfarm",39,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0128788",16440,133216,719.9916666666667,"751232","884416",820696.1036123112,25.378356955181648
"","f0129403","CN","CN-GD","Guedin Windfarm",132,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0129403",16308,613568,719.9916666666667,"1272960","1886496",1374589.922568549,87.81737591394224
"","f0130912","CN","HK","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0130912",16305,8512,719.9916666666667,"51392","59904",57127.927128786214,1.6782453226409995
"","f0131419","CN","CN-BJ","Guedin Windfarm",14,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0131419",16291,73600,719.9916666666667,"11264","84800",19446.971747358188,8.776310309707117
"","f0133379","CN","CN-XX","Guedin Windfarm",18,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133379",16273,0,719.9916666666667,"939776","939776",939776,11.357794784271084
"","f0133886","CN","CN-GD","Guedin Windfarm",3,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0133886",16270,9664,719.9916666666667,"34944","44544",37057.09112373983,1.5693660351547418
"","f0134286","CN","CN-SC","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0134286",16259,6272,719.9916666666667,"523264","529536",526674.3476197643,7.093062471068563
"","f0135934","CN","CN-XX","Guedin Windfarm",110,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0135934",16149,313760,719.9916666666667,"2796064","3109760",3031859.1620736215,73.05381267574255
"","f0136014","CN","CN-JS","Guedin Windfarm",16,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136014",16133,0,719.9916666666667,"879808","879808",879808.0000000001,10.633043101292197
"","f0136033","CN","CN-GD","Guedin Windfarm",64,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0136033",16069,294336,719.9916666666667,"524096","818368",682757.2089491762,42.40925571069042
"","f0137019","CN","CN-BJ","Guedin Windfarm",434,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0137019",15635,2105152,719.9916666666667,"2627968","4731264",3705017.3399229287,289.08043120723727
"","f0141446","CN","CN-JS","Guedin Windfarm",233,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141446",15402,1097344,719.9916666666667,"1784832","2882144",2311836.512922612,155.28681386672415
"","f0141614","CN","CN-FJ","Guedin Windfarm",61,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0141614",15341,13824,719.9916666666667,"3180480","3194240",3193061.4567298237,40.19446793886173
"","f0143110","CN","CN-XX","Guedin Windfarm",193,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0143110",15148,870912,719.9916666666667,"1819712","2690624",2283041.619648376,128.66137184208108
"","f0144194","CN","CN-XX","Guedin Windfarm",58,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144194",15090,152960,719.9916666666667,"1595584","1748512",1726247.2052685777,38.61381344822122
"","f0144313","CN","CN-SD","Guedin Windfarm",1090,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0144313",14000,4249664,719.9916666666667,"15872128","20121664",19314859.99976849,726.6060287940549
"","f0145313","CN","CN-XJ","Guedin Windfarm",19,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0145313",13981,21440,719.9916666666667,"829344","850752",836870.1504415572,12.602224042642836
"","f0146393","CN","CN-GD","Guedin Windfarm",279,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146393",13702,1398272,719.9916666666667,"1377408","2775680",1961199.3346219372,185.97183833853813
"","f0146751","CN","CN-JS","Guedin Windfarm",22,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0146751",13680,11328,719.9916666666667,"1044000","1055296",1054548.9535758516,14.059514012899543
"","f0148627","CN","CN-HN","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0148627",13590,376896,719.9916666666667,"1177728","1554624",1319552.351855917,59.68642215957649
"","f0149026","CN","CN-JS","Guedin Windfarm",42,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149026",13548,71744,719.9916666666667,"1526272","1596992",1581363.9309714236,27.437688169467148
"","f0149132","CN","CN-SH","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0149132",13542,19264,719.9916666666667,"76512","95776",91127.58212479307,3.336922702012584
"","f0151281","CN","CN-XJ","Guedin Windfarm",228,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151281",13314,1044224,719.9916666666667,"1970688","3014912",2521646.0057176584,151.6579190794327
"","f0151371","CN","CN-JS","Guedin Windfarm",227,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151371",13087,948416,719.9916666666667,"2792768","3740992",3365680.1887058956,150.74009272759707
"","f0151487","CN","CN-SN","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151487",13066,10176,719.9916666666667,"1033664","1043776",1043683.03003507,13.794502749646206
"","f0151692","CN","CN-XJ","Guedin Windfarm",38,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0151692",13028,89248,719.9916666666667,"1131872","1221056",1190230.9650806154,24.741935284550166
"","f0152854","CN","CN-GD","Guedin Windfarm",35,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152854",12993,61504,719.9916666666667,"1312000","1373504",1315795.5039294483,23.039771493683528
"","f0152943","CN","CN-SD","Guedin Windfarm",34,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0152943",12959,133824,719.9916666666667,"479520","613280",553981.3692288119,22.22549699832434
"","f0153176","CN","CN-FJ","Guedin Windfarm",283,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153176",12676,1150976,719.9916666666667,"3894720","5045696",4533282.791513808,188.35840921436017
"","f0153804","CN","CN-GD","Guedin Windfarm",159,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0153804",12517,799776,719.9916666666667,"656032","1455808",1036724.9232051284,105.34350247311767
"","f0154238","CN","CN-FJ","Guedin Windfarm",39,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0154238",12478,75136,719.9916666666667,"1343488","1418560",1389017.4084422279,25.50669892310157
"","f0155258","CN","CN-SH","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155258",12472,7936,719.9916666666667,"194624","202496",201379.1107767451,3.3547684448031125
"","f0155687","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0155687",12471,0,719.9916666666667,"5472","5472",5472,0.06613262422059232
"","f0157941","CN","CN-HN","Guedin Windfarm",214,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0157941",12257,1072832,719.9916666666667,"947072","2019840",1502617.9217815015,142.66227097585204
"","f0158142","CN","CN-XJ","Guedin Windfarm",33,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158142",12224,125024,719.9916666666667,"540608","665600",596186.6843829183,21.714335116100024
"","f0158666","CN","CN-GD","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158666",12223,64,719.9916666666667,"16512","16512",16511.999999999996,0.2069852951849581
"","f0158950","CN","CN-JS","Guedin Windfarm",81,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158950",12142,403328,719.9916666666667,"330304","733568",561176.2943552571,53.58839587917888
"","f0158993","CN","CN-FJ","Guedin Windfarm",30,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0158993",12112,88832,719.9916666666667,"731040","819840",798890.5975300646,19.96405952498146
"","f0159380","CN","CN-NM","Guedin Windfarm",119,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159380",11993,480800,719.9916666666667,"1580096","2060704",1911674.9932753828,78.900664368829
"","f0159649","CN","CN-CQ","Guedin Windfarm",36,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159649",11957,146688,719.9916666666667,"457344","604032",534084.9452424215,23.47790338312518
"","f0159961","CN","CN-CQ","Guedin Windfarm",6,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0159961",11951,28960,719.9916666666667,"23968","52896",35279.73944142869,3.7871867171301563
"","f0160137","CN","CN-SH","Guedin Windfarm",147,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0160137",11804,697504,719.9916666666667,"857056","1554528",1392676.3004201462,97.77673554397549
"","f0161916","CN","CN-JS","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0161916",11799,1760,719.9916666666667,"209312","211072",211010.79077304137,2.7544485646983747
"","f0162183","CN","CN-SN","Guedin Windfarm",156,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0162183",11643,808096,719.9916666666667,"256192","1064256",825742.5301681723,103.75918127793177
"","f0164291","CN","CN-FJ","Guedin Windfarm",25,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0164291",11618,106080,719.9916666666667,"246080","352128",324120.31879998633,16.227787349621085
"","f0164326","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0164326",11617,128,719.9916666666667,"7904","8032",7999.19924999132,0.11152984764412656
"","f0167137","CN","CN-ZJ","Guedin Windfarm",8,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0167137",11609,41056,719.9916666666667,"10464","51456",33825.90187386433,5.173357156724852
"","f0169153","CN","CN-SC","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0169153",11608,2720,719.9916666666667,"7616","10304",9123.531151980926,0.42591976103980433
"","f0172300","CN","CN-GD","Guedin Windfarm",29,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0172300",11579,158080,719.9916666666667,"43648","201664",80808.90343638255,19.321813930036917
"","f0199223","CN","CN-SC","Guedin Windfarm",54,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0199223",11525,265280,719.9916666666667,"246656","511936",386785.4244609312,35.46029788271206
"","f0215370","CN","CN-GD","Guedin Windfarm",5,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0215370",11520,20544,719.9916666666667,"15168","35712",29008.26315119388,2.734714972464569
"","f0216138","CN","CN-GD","Guedin Windfarm",11,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216138",11509,47168,719.9916666666667,"79488","126624",114349.68719545356,6.85583636891634
"","f0216849","CN","CN-FJ","Guedin Windfarm",285,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0216849",11224,1367104,719.9916666666667,"1810688","3177728",2566745.4217757024,189.67320367895053
"","f0217771","CN","CN-GD","Guedin Windfarm",123,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0217771",11101,643392,719.9916666666667,"192000","835392",582574.3923888037,81.70643671921418
"","f0218559","CN","CN-CQ","Guedin Windfarm",74,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0218559",11027,301568,719.9916666666667,"990080","1291584",1181670.5952615088,49.27821720216802
"","f0219106","CN","CN-ZJ","Guedin Windfarm",785,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0219106",10242,3974464,719.9916666666667,"2403072","6377472",5127014.868598023,523.1998701166355
"","f0220004","CN","CN-XJ","Guedin Windfarm",90,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0220004",10152,435072,719.9916666666667,"515328","950400",749831.9697218713,59.552312248047826
"","f0222674","CN","CN-GX","Guedin Windfarm",633,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0222674",9519,3193920,719.9916666666667,"2589504","5783424",4218092.329401904,421.63281521199826
"","f0223663","CN","CN-BJ","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0223663",9518,384,719.9916666666667,"17408","17760",17758.54961284274,0.2591866507636871
"","f0224984","CN","CN-HB","Guedin Windfarm",59,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0224984",9459,276928,719.9916666666667,"438528","715456",582515.0020717828,39.17756576194044
"","f0227567","CN","CN-FJ","Guedin Windfarm",24,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0227567",9435,124864,719.9916666666667,"4480","129344",84788.45912568431,15.515192066334185
"","f0228232","CN","CN-HA","Guedin Windfarm",21,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0228232",9414,71168,719.9916666666667,"384704","455872",429768.1563906985,13.453070952459827
"","f0231112","CN","CN-SC","Guedin Windfarm",1,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0231112",9413,0,719.9916666666667,"384","384",384,0.004640885910217005
"","f0232459","CN","CN-ZJ","Guedin Windfarm",58,"2021-04-01","2021-04-30","Renewable energy purchase for node on the Filecoin network with minerID f0232459",9355,0,719.9916666666667,"3170208","3170208",3170208.0000000005,38.31399385327405
